Canadian Province/CMA,Country,Continent,Gender,Population
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Germany,Europe,Women+,75
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Belarus,Europe,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Bulgaria,Europe,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Hungary,Europe,Women+,40
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Moldova,Europe,Women+,20
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Poland,Europe,Women+,45
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Romania,Europe,Women+,85
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Russian Federation,Europe,Women+,110
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Ukraine,Europe,Women+,200
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Denmark,Europe,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Ireland,Europe,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",United Kingdom,Europe,Women+,70
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Bosnia and Herzegovina,Europe,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Croatia,Europe,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Italy,Europe,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Kosovo,Europe,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",North Macedonia,Europe,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Portugal,Europe,Women+,50
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Serbia,Europe,Women+,55
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Côte d'Ivoire,Africa,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Ghana,Africa,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Nigeria,Africa,Women+,415
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Eritrea,Africa,Women+,990
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Ethiopia,Africa,Women+,235
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Kenya,Africa,Women+,35
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Mauritius,Africa,Women+,50
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Somalia,Africa,Women+,130
"Kitchener - Cambridge - Waterloo (CMA), Ont.",South Sudan,Africa,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Tanzania,Africa,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Uganda,Africa,Women+,35
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Zimbabwe,Africa,Women+,30
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Egypt,Africa,Women+,105
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Libya,Africa,Women+,55
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Sudan,Africa,Women+,120
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Tunisia,Africa,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Cameroon,Africa,Women+,35
"Kitchener - Cambridge - Waterloo (CMA), Ont.","Congo, Democratic Republic of the",Africa,Women+,35
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Eswatini,Africa,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.","South Africa, Republic of",Africa,Women+,115
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Afghanistan,Asia,Women+,115
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Azerbaijan,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Iran,Asia,Women+,230
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Iraq,Asia,Women+,265
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Israel,Asia,Women+,130
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Jordan,Asia,Women+,70
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Kazakhstan,Asia,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Kuwait,Asia,Women+,60
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Lebanon,Asia,Women+,105
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Qatar,Asia,Women+,35
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Saudi Arabia,Asia,Women+,140
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Syria,Asia,Women+,1055
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Tajikistan,Asia,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Turkey,Asia,Women+,330
"Kitchener - Cambridge - Waterloo (CMA), Ont.",United Arab Emirates,Asia,Women+,85
"Kitchener - Cambridge - Waterloo (CMA), Ont.",West Bank and Gaza Strip,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Yemen,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",China,Asia,Women+,760
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Hong Kong,Asia,Women+,25
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Japan,Asia,Women+,70
"Kitchener - Cambridge - Waterloo (CMA), Ont.","Korea, South",Asia,Women+,135
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Taiwan,Asia,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Cambodia,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Indonesia,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Malaysia,Asia,Women+,20
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Myanmar,Asia,Women+,55
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Philippines,Asia,Women+,520
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Singapore,Asia,Women+,10
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Thailand,Asia,Women+,15
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Viet Nam,Asia,Women+,180
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Bangladesh,Asia,Women+,90
"Kitchener - Cambridge - Waterloo (CMA), Ont.",India,Asia,Women+,3030
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Nepal,Asia,Women+,20
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Pakistan,Asia,Women+,500
"Kitchener - Cambridge - Waterloo (CMA), Ont.",Sri Lanka,Asia,Women+,45
"London (CMA), Ont.",United States of America,North America,Men+,310
"London (CMA), Ont.",El Salvador,North America,Men+,60
"London (CMA), Ont.",Guatemala,North America,Men+,15
"London (CMA), Ont.",Honduras,North America,Men+,35
"London (CMA), Ont.",Mexico,North America,Men+,100
"London (CMA), Ont.",Bahamas,North America,Men+,15
"London (CMA), Ont.",Barbados,North America,Men+,10
"London (CMA), Ont.",Cuba,North America,Men+,20
"London (CMA), Ont.",Dominican Republic,North America,Men+,10
"London (CMA), Ont.",Jamaica,North America,Men+,180
"London (CMA), Ont.",Saint Lucia,North America,Men+,15
"London (CMA), Ont.",Trinidad and Tobago,North America,Men+,40
"London (CMA), Ont.",Argentina,South America,Men+,15
"London (CMA), Ont.",Brazil,South America,Men+,140
"London (CMA), Ont.",Colombia,South America,Men+,290
"London (CMA), Ont.",Ecuador,South America,Men+,10
"London (CMA), Ont.",Venezuela,South America,Men+,45
"London (CMA), Ont.",France,Europe,Men+,55
"London (CMA), Ont.",Germany,Europe,Men+,40
"London (CMA), Ont.",Netherlands,Europe,Men+,10
"London (CMA), Ont.",Bulgaria,Europe,Men+,20
"London (CMA), Ont.",Hungary,Europe,Men+,10
"London (CMA), Ont.",Poland,Europe,Men+,25
"London (CMA), Ont.",Russian Federation,Europe,Men+,50
"London (CMA), Ont.",Ukraine,Europe,Men+,85
"London (CMA), Ont.",Ireland,Europe,Men+,25
"London (CMA), Ont.",United Kingdom,Europe,Men+,120
"London (CMA), Ont.",Greece,Europe,Men+,10
"London (CMA), Ont.",Italy,Europe,Men+,10
"London (CMA), Ont.",Kosovo,Europe,Men+,10
"London (CMA), Ont.",Portugal,Europe,Men+,15
"London (CMA), Ont.",Serbia,Europe,Men+,45
"London (CMA), Ont.",Spain,Europe,Men+,10
"London (CMA), Ont.",Ghana,Africa,Men+,20
"London (CMA), Ont.",Nigeria,Africa,Men+,410
"London (CMA), Ont.",Sierra Leone,Africa,Men+,10
"London (CMA), Ont.",Burundi,Africa,Men+,15
"London (CMA), Ont.",Eritrea,Africa,Men+,80
"London (CMA), Ont.",Ethiopia,Africa,Men+,30
"London (CMA), Ont.",Kenya,Africa,Men+,40
"London (CMA), Ont.",Malawi,Africa,Men+,15
"London (CMA), Ont.",Rwanda,Africa,Men+,25
"London (CMA), Ont.",Somalia,Africa,Men+,30
"London (CMA), Ont.",Tanzania,Africa,Men+,15
"London (CMA), Ont.",Uganda,Africa,Men+,10
"London (CMA), Ont.",Zimbabwe,Africa,Men+,20
"London (CMA), Ont.",Egypt,Africa,Men+,145
"London (CMA), Ont.",Libya,Africa,Men+,80
"London (CMA), Ont.",Sudan,Africa,Men+,120
"London (CMA), Ont.",Cameroon,Africa,Men+,20
"London (CMA), Ont.","Congo, Democratic Republic of the",Africa,Men+,60
"London (CMA), Ont.",Botswana,Africa,Men+,10
"London (CMA), Ont.","South Africa, Republic of",Africa,Men+,45
"London (CMA), Ont.",Afghanistan,Asia,Men+,125
"London (CMA), Ont.",Iran,Asia,Men+,100
"London (CMA), Ont.",Iraq,Asia,Men+,395
"London (CMA), Ont.",Israel,Asia,Men+,20
"London (CMA), Ont.",Jordan,Asia,Men+,155
"London (CMA), Ont.",Kazakhstan,Asia,Men+,20
"London (CMA), Ont.",Kuwait,Asia,Men+,45
"London (CMA), Ont.",Lebanon,Asia,Men+,175
"London (CMA), Ont.",Qatar,Asia,Men+,10
"London (CMA), Ont.",Saudi Arabia,Asia,Men+,305
"London (CMA), Ont.",Syria,Asia,Men+,1840
"London (CMA), Ont.",Turkey,Asia,Men+,130
"London (CMA), Ont.",United Arab Emirates,Asia,Men+,150
"London (CMA), Ont.",Uzbekistan,Asia,Men+,20
"London (CMA), Ont.",West Bank and Gaza Strip,Asia,Men+,40
"London (CMA), Ont.",Yemen,Asia,Men+,25
"London (CMA), Ont.",China,Asia,Men+,445
"London (CMA), Ont.",Hong Kong,Asia,Men+,10
"London (CMA), Ont.",Japan,Asia,Men+,10
"London (CMA), Ont.","Korea, South",Asia,Men+,205
"London (CMA), Ont.",Taiwan,Asia,Men+,15
"London (CMA), Ont.",Cambodia,Asia,Men+,20
"London (CMA), Ont.",Indonesia,Asia,Men+,25
"London (CMA), Ont.",Myanmar,Asia,Men+,10
"London (CMA), Ont.",Philippines,Asia,Men+,300
"London (CMA), Ont.",Singapore,Asia,Men+,15
"London (CMA), Ont.",Thailand,Asia,Men+,10
"London (CMA), Ont.",Viet Nam,Asia,Men+,60
"London (CMA), Ont.",Bangladesh,Asia,Men+,60
"London (CMA), Ont.",Bhutan,Asia,Men+,10
"London (CMA), Ont.",India,Asia,Men+,2165
"London (CMA), Ont.",Nepal,Asia,Men+,40
"London (CMA), Ont.",Pakistan,Asia,Men+,240
"London (CMA), Ont.",Sri Lanka,Asia,Men+,20
"London (CMA), Ont.",United States of America,North America,Women+,420
"London (CMA), Ont.",El Salvador,North America,Women+,75
"London (CMA), Ont.",Guatemala,North America,Women+,20
"London (CMA), Ont.",Honduras,North America,Women+,35
"London (CMA), Ont.",Mexico,North America,Women+,90
"London (CMA), Ont.",Bahamas,North America,Women+,15
"London (CMA), Ont.",Cuba,North America,Women+,40
"London (CMA), Ont.",Dominican Republic,North America,Women+,20
"London (CMA), Ont.",Jamaica,North America,Women+,135
"London (CMA), Ont.",Puerto Rico,North America,Women+,10
"London (CMA), Ont.",Trinidad and Tobago,North America,Women+,30
"London (CMA), Ont.",Argentina,South America,Women+,10
"London (CMA), Ont.",Brazil,South America,Women+,155
"London (CMA), Ont.",Colombia,South America,Women+,375
"London (CMA), Ont.",Peru,South America,Women+,10
"London (CMA), Ont.",Venezuela,South America,Women+,50
"London (CMA), Ont.",France,Europe,Women+,30
"London (CMA), Ont.",Germany,Europe,Women+,25
"London (CMA), Ont.",Switzerland,Europe,Women+,10
"London (CMA), Ont.",Hungary,Europe,Women+,10
"London (CMA), Ont.",Poland,Europe,Women+,35
"London (CMA), Ont.",Romania,Europe,Women+,20
"London (CMA), Ont.",Russian Federation,Europe,Women+,50
"London (CMA), Ont.",Ukraine,Europe,Women+,100
"London (CMA), Ont.",United Kingdom,Europe,Women+,95
"London (CMA), Ont.",Greece,Europe,Women+,10
"London (CMA), Ont.",Italy,Europe,Women+,15
"London (CMA), Ont.",Kosovo,Europe,Women+,30
"London (CMA), Ont.",North Macedonia,Europe,Women+,10
"London (CMA), Ont.",Portugal,Europe,Women+,25
"London (CMA), Ont.",Serbia,Europe,Women+,10
"London (CMA), Ont.",Spain,Europe,Women+,15
"London (CMA), Ont.",Guinea,Africa,Women+,20
"London (CMA), Ont.",Liberia,Africa,Women+,15
"London (CMA), Ont.",Nigeria,Africa,Women+,420
"London (CMA), Ont.",Burundi,Africa,Women+,30
"London (CMA), Ont.",Eritrea,Africa,Women+,60
"London (CMA), Ont.",Ethiopia,Africa,Women+,65
"London (CMA), Ont.",Kenya,Africa,Women+,15
"London (CMA), Ont.",Rwanda,Africa,Women+,30
"London (CMA), Ont.",Somalia,Africa,Women+,25
"London (CMA), Ont.",Tanzania,Africa,Women+,25
"London (CMA), Ont.",Uganda,Africa,Women+,10
"London (CMA), Ont.",Zimbabwe,Africa,Women+,15
"London (CMA), Ont.",Egypt,Africa,Women+,130
"London (CMA), Ont.",Libya,Africa,Women+,60
"London (CMA), Ont.",Morocco,Africa,Women+,10
"London (CMA), Ont.",Sudan,Africa,Women+,65
"London (CMA), Ont.",Cameroon,Africa,Women+,30
"London (CMA), Ont.","Congo, Democratic Republic of the",Africa,Women+,50
"London (CMA), Ont.",Botswana,Africa,Women+,10
"London (CMA), Ont.","South Africa, Republic of",Africa,Women+,35
"London (CMA), Ont.",Afghanistan,Asia,Women+,100
"London (CMA), Ont.",Iran,Asia,Women+,125
"London (CMA), Ont.",Iraq,Asia,Women+,410
"London (CMA), Ont.",Israel,Asia,Women+,20
"London (CMA), Ont.",Jordan,Asia,Women+,150
"London (CMA), Ont.",Kazakhstan,Asia,Women+,35
"London (CMA), Ont.",Kuwait,Asia,Women+,20
"London (CMA), Ont.",Lebanon,Asia,Women+,160
"London (CMA), Ont.",Qatar,Asia,Women+,15
"London (CMA), Ont.",Saudi Arabia,Asia,Women+,240
"London (CMA), Ont.",Syria,Asia,Women+,1650
"London (CMA), Ont.",Turkey,Asia,Women+,95
"London (CMA), Ont.",United Arab Emirates,Asia,Women+,110
"London (CMA), Ont.",Uzbekistan,Asia,Women+,25
"London (CMA), Ont.",West Bank and Gaza Strip,Asia,Women+,50
"London (CMA), Ont.",Yemen,Asia,Women+,35
"London (CMA), Ont.",China,Asia,Women+,545
"London (CMA), Ont.",Hong Kong,Asia,Women+,15
"London (CMA), Ont.",Japan,Asia,Women+,25
"London (CMA), Ont.","Korea, South",Asia,Women+,210
"London (CMA), Ont.",Taiwan,Asia,Women+,15
"London (CMA), Ont.",Cambodia,Asia,Women+,20
"London (CMA), Ont.",Indonesia,Asia,Women+,25
"London (CMA), Ont.",Malaysia,Asia,Women+,10
"London (CMA), Ont.",Philippines,Asia,Women+,365
"London (CMA), Ont.",Singapore,Asia,Women+,20
"London (CMA), Ont.",Thailand,Asia,Women+,15
"London (CMA), Ont.",Viet Nam,Asia,Women+,105
"London (CMA), Ont.",Bangladesh,Asia,Women+,60
"London (CMA), Ont.",India,Asia,Women+,1825
"London (CMA), Ont.",Nepal,Asia,Women+,35
"London (CMA), Ont.",Pakistan,Asia,Women+,260
"London (CMA), Ont.",Sri Lanka,Asia,Women+,25
"London (CMA), Ont.",United States of America,North America,Men+,300
"London (CMA), Ont.",El Salvador,North America,Men+,50
"London (CMA), Ont.",Guatemala,North America,Men+,15
"London (CMA), Ont.",Honduras,North America,Men+,35
"London (CMA), Ont.",Mexico,North America,Men+,95
"London (CMA), Ont.",Bahamas,North America,Men+,15
"London (CMA), Ont.",Cuba,North America,Men+,20
"London (CMA), Ont.",Dominican Republic,North America,Men+,10
"London (CMA), Ont.",Jamaica,North America,Men+,165
"London (CMA), Ont.",Saint Lucia,North America,Men+,10
"London (CMA), Ont.",Trinidad and Tobago,North America,Men+,40
"London (CMA), Ont.",Argentina,South America,Men+,15
"London (CMA), Ont.",Brazil,South America,Men+,140
"London (CMA), Ont.",Colombia,South America,Men+,280
"London (CMA), Ont.",Ecuador,South America,Men+,10
"London (CMA), Ont.",Venezuela,South America,Men+,45
"London (CMA), Ont.",France,Europe,Men+,55
"London (CMA), Ont.",Germany,Europe,Men+,40
"London (CMA), Ont.",Netherlands,Europe,Men+,10
"London (CMA), Ont.",Bulgaria,Europe,Men+,10
"London (CMA), Ont.",Hungary,Europe,Men+,10
"London (CMA), Ont.",Poland,Europe,Men+,25
"London (CMA), Ont.",Russian Federation,Europe,Men+,50
"London (CMA), Ont.",Ukraine,Europe,Men+,85
"London (CMA), Ont.",Ireland,Europe,Men+,25
"London (CMA), Ont.",United Kingdom,Europe,Men+,115
"London (CMA), Ont.",Greece,Europe,Men+,10
"London (CMA), Ont.",Italy,Europe,Men+,10
"London (CMA), Ont.",Kosovo,Europe,Men+,10
"London (CMA), Ont.",Portugal,Europe,Men+,15
"London (CMA), Ont.",Serbia,Europe,Men+,45
"London (CMA), Ont.",Spain,Europe,Men+,10
"London (CMA), Ont.",Ghana,Africa,Men+,20
"London (CMA), Ont.",Nigeria,Africa,Men+,385
"London (CMA), Ont.",Sierra Leone,Africa,Men+,10
"London (CMA), Ont.",Burundi,Africa,Men+,15
"London (CMA), Ont.",Eritrea,Africa,Men+,80
"London (CMA), Ont.",Ethiopia,Africa,Men+,30
"London (CMA), Ont.",Kenya,Africa,Men+,35
"London (CMA), Ont.",Malawi,Africa,Men+,15
"London (CMA), Ont.",Rwanda,Africa,Men+,25
"London (CMA), Ont.",Somalia,Africa,Men+,30
"London (CMA), Ont.",Tanzania,Africa,Men+,15
"London (CMA), Ont.",Uganda,Africa,Men+,10
"London (CMA), Ont.",Zimbabwe,Africa,Men+,20
"London (CMA), Ont.",Egypt,Africa,Men+,140
"London (CMA), Ont.",Libya,Africa,Men+,75
"London (CMA), Ont.",Sudan,Africa,Men+,115
"London (CMA), Ont.",Cameroon,Africa,Men+,20
"London (CMA), Ont.","Congo, Democratic Republic of the",Africa,Men+,55
"London (CMA), Ont.",Botswana,Africa,Men+,10
"London (CMA), Ont.","South Africa, Republic of",Africa,Men+,45
"London (CMA), Ont.",Afghanistan,Asia,Men+,125
"London (CMA), Ont.",Iran,Asia,Men+,90
"London (CMA), Ont.",Iraq,Asia,Men+,395
"London (CMA), Ont.",Israel,Asia,Men+,20
"London (CMA), Ont.",Jordan,Asia,Men+,155
"London (CMA), Ont.",Kazakhstan,Asia,Men+,20
"London (CMA), Ont.",Kuwait,Asia,Men+,40
"London (CMA), Ont.",Lebanon,Asia,Men+,160
"London (CMA), Ont.",Qatar,Asia,Men+,10
"London (CMA), Ont.",Saudi Arabia,Asia,Men+,250
"London (CMA), Ont.",Syria,Asia,Men+,1725
"London (CMA), Ont.",Turkey,Asia,Men+,120
"London (CMA), Ont.",United Arab Emirates,Asia,Men+,140
"London (CMA), Ont.",Uzbekistan,Asia,Men+,20
"London (CMA), Ont.",West Bank and Gaza Strip,Asia,Men+,35
"London (CMA), Ont.",Yemen,Asia,Men+,25
"London (CMA), Ont.",China,Asia,Men+,430
"London (CMA), Ont.",Hong Kong,Asia,Men+,10
"London (CMA), Ont.",Japan,Asia,Men+,10
"London (CMA), Ont.","Korea, South",Asia,Men+,205
"London (CMA), Ont.",Taiwan,Asia,Men+,10
"London (CMA), Ont.",Cambodia,Asia,Men+,15
"London (CMA), Ont.",Indonesia,Asia,Men+,25
"London (CMA), Ont.",Myanmar,Asia,Men+,10
"London (CMA), Ont.",Philippines,Asia,Men+,295
"London (CMA), Ont.",Singapore,Asia,Men+,15
"London (CMA), Ont.",Thailand,Asia,Men+,10
"London (CMA), Ont.",Viet Nam,Asia,Men+,60
"London (CMA), Ont.",Bangladesh,Asia,Men+,60
"London (CMA), Ont.",Bhutan,Asia,Men+,10
"London (CMA), Ont.",India,Asia,Men+,2120
"London (CMA), Ont.",Nepal,Asia,Men+,40
"London (CMA), Ont.",Pakistan,Asia,Men+,230
"London (CMA), Ont.",Sri Lanka,Asia,Men+,20
"London (CMA), Ont.",United States of America,North America,Women+,410
"London (CMA), Ont.",El Salvador,North America,Women+,75
"London (CMA), Ont.",Guatemala,North America,Women+,20
"London (CMA), Ont.",Honduras,North America,Women+,35
"London (CMA), Ont.",Mexico,North America,Women+,90
"London (CMA), Ont.",Bahamas,North America,Women+,15
"London (CMA), Ont.",Cuba,North America,Women+,40
"London (CMA), Ont.",Dominican Republic,North America,Women+,20
"London (CMA), Ont.",Jamaica,North America,Women+,110
"London (CMA), Ont.",Trinidad and Tobago,North America,Women+,30
"London (CMA), Ont.",Argentina,South America,Women+,10
"London (CMA), Ont.",Brazil,South America,Women+,155
"London (CMA), Ont.",Colombia,South America,Women+,375
"London (CMA), Ont.",Peru,South America,Women+,10
"London (CMA), Ont.",Venezuela,South America,Women+,50
"London (CMA), Ont.",France,Europe,Women+,30
"London (CMA), Ont.",Germany,Europe,Women+,25
"London (CMA), Ont.",Hungary,Europe,Women+,10
"London (CMA), Ont.",Poland,Europe,Women+,35
"London (CMA), Ont.",Romania,Europe,Women+,20
"London (CMA), Ont.",Russian Federation,Europe,Women+,50
"London (CMA), Ont.",Ukraine,Europe,Women+,95
"London (CMA), Ont.",United Kingdom,Europe,Women+,80
"London (CMA), Ont.",Greece,Europe,Women+,10
"London (CMA), Ont.",Italy,Europe,Women+,15
"London (CMA), Ont.",Kosovo,Europe,Women+,20
"London (CMA), Ont.",North Macedonia,Europe,Women+,10
"London (CMA), Ont.",Portugal,Europe,Women+,25
"London (CMA), Ont.",Serbia,Europe,Women+,10
"London (CMA), Ont.",Spain,Europe,Women+,15
"London (CMA), Ont.",Liberia,Africa,Women+,15
"London (CMA), Ont.",Nigeria,Africa,Women+,415
"London (CMA), Ont.",Burundi,Africa,Women+,30
"London (CMA), Ont.",Eritrea,Africa,Women+,50
"London (CMA), Ont.",Ethiopia,Africa,Women+,65
"London (CMA), Ont.",Kenya,Africa,Women+,10
"London (CMA), Ont.",Rwanda,Africa,Women+,25
"London (CMA), Ont.",Somalia,Africa,Women+,25
"London (CMA), Ont.",Tanzania,Africa,Women+,25
"London (CMA), Ont.",Uganda,Africa,Women+,10
"London (CMA), Ont.",Zimbabwe,Africa,Women+,15
"London (CMA), Ont.",Egypt,Africa,Women+,125
"London (CMA), Ont.",Libya,Africa,Women+,40
"London (CMA), Ont.",Morocco,Africa,Women+,10
"London (CMA), Ont.",Sudan,Africa,Women+,45
"London (CMA), Ont.",Cameroon,Africa,Women+,30
"London (CMA), Ont.","Congo, Democratic Republic of the",Africa,Women+,45
"London (CMA), Ont.",Botswana,Africa,Women+,10
"London (CMA), Ont.","South Africa, Republic of",Africa,Women+,35
"London (CMA), Ont.",Afghanistan,Asia,Women+,100
"London (CMA), Ont.",Iran,Asia,Women+,115
"London (CMA), Ont.",Iraq,Asia,Women+,405
"London (CMA), Ont.",Israel,Asia,Women+,20
"London (CMA), Ont.",Jordan,Asia,Women+,150
"London (CMA), Ont.",Kazakhstan,Asia,Women+,35
"London (CMA), Ont.",Kuwait,Asia,Women+,20
"London (CMA), Ont.",Lebanon,Asia,Women+,135
"London (CMA), Ont.",Qatar,Asia,Women+,15
"London (CMA), Ont.",Saudi Arabia,Asia,Women+,230
"London (CMA), Ont.",Syria,Asia,Women+,1505
"London (CMA), Ont.",Turkey,Asia,Women+,95
"London (CMA), Ont.",United Arab Emirates,Asia,Women+,90
"London (CMA), Ont.",Uzbekistan,Asia,Women+,25
"London (CMA), Ont.",West Bank and Gaza Strip,Asia,Women+,45
"London (CMA), Ont.",Yemen,Asia,Women+,35
"London (CMA), Ont.",China,Asia,Women+,540
"London (CMA), Ont.",Hong Kong,Asia,Women+,15
"London (CMA), Ont.",Japan,Asia,Women+,25
"London (CMA), Ont.","Korea, South",Asia,Women+,205
"London (CMA), Ont.",Taiwan,Asia,Women+,15
"London (CMA), Ont.",Cambodia,Asia,Women+,15
"London (CMA), Ont.",Indonesia,Asia,Women+,25
"London (CMA), Ont.",Malaysia,Asia,Women+,10
"London (CMA), Ont.",Philippines,Asia,Women+,345
"London (CMA), Ont.",Singapore,Asia,Women+,20
"London (CMA), Ont.",Thailand,Asia,Women+,15
"London (CMA), Ont.",Viet Nam,Asia,Women+,105
"London (CMA), Ont.",Bangladesh,Asia,Women+,60
"London (CMA), Ont.",India,Asia,Women+,1815
"London (CMA), Ont.",Nepal,Asia,Women+,35
"London (CMA), Ont.",Pakistan,Asia,Women+,250
"London (CMA), Ont.",Sri Lanka,Asia,Women+,25
"Oshawa (CMA), Ont.",United States of America,North America,Men+,160
"Oshawa (CMA), Ont.",El Salvador,North America,Men+,15
"Oshawa (CMA), Ont.",Honduras,North America,Men+,15
"Oshawa (CMA), Ont.",Mexico,North America,Men+,20
"Oshawa (CMA), Ont.",Antigua and Barbuda,North America,Men+,10
"Oshawa (CMA), Ont.",Barbados,North America,Men+,30
"Oshawa (CMA), Ont.",Bermuda,North America,Men+,10
"Oshawa (CMA), Ont.",Cuba,North America,Men+,15
"Oshawa (CMA), Ont.",Dominican Republic,North America,Men+,15
"Oshawa (CMA), Ont.",Grenada,North America,Men+,15
"Oshawa (CMA), Ont.",Haiti,North America,Men+,10
"Oshawa (CMA), Ont.",Jamaica,North America,Men+,250
"Oshawa (CMA), Ont.",Saint Lucia,North America,Men+,20
"Oshawa (CMA), Ont.",Saint Vincent and the Grenadines,North America,Men+,10
"Oshawa (CMA), Ont.",Trinidad and Tobago,North America,Men+,50
"Oshawa (CMA), Ont.",Brazil,South America,Men+,115
"Oshawa (CMA), Ont.",Colombia,South America,Men+,15
"Oshawa (CMA), Ont.",Guyana,South America,Men+,35
"Oshawa (CMA), Ont.",Venezuela,South America,Men+,15
"Oshawa (CMA), Ont.",France,Europe,Men+,20
"Oshawa (CMA), Ont.",Netherlands,Europe,Men+,15
"Oshawa (CMA), Ont.",Hungary,Europe,Men+,10
"Oshawa (CMA), Ont.",Poland,Europe,Men+,20
"Oshawa (CMA), Ont.",Romania,Europe,Men+,10
"Oshawa (CMA), Ont.",Russian Federation,Europe,Men+,10
"Oshawa (CMA), Ont.",Ukraine,Europe,Men+,30
"Oshawa (CMA), Ont.",Denmark,Europe,Men+,10
"Oshawa (CMA), Ont.",Ireland,Europe,Men+,30
"Oshawa (CMA), Ont.",United Kingdom,Europe,Men+,115
"Oshawa (CMA), Ont.",Greece,Europe,Men+,20
"Oshawa (CMA), Ont.",North Macedonia,Europe,Men+,10
"Oshawa (CMA), Ont.",Portugal,Europe,Men+,10
"Oshawa (CMA), Ont.",Ghana,Africa,Men+,10
"Oshawa (CMA), Ont.",Nigeria,Africa,Men+,370
"Oshawa (CMA), Ont.",Ethiopia,Africa,Men+,10
"Oshawa (CMA), Ont.",Kenya,Africa,Men+,10
"Oshawa (CMA), Ont.",Uganda,Africa,Men+,10
"Oshawa (CMA), Ont.",Egypt,Africa,Men+,45
"Oshawa (CMA), Ont.",Morocco,Africa,Men+,10
"Oshawa (CMA), Ont.",Cameroon,Africa,Men+,15
