Canadian Province/CMA,Country,Continent,Gender,Population
"Moncton (CMA), N.B.",Lebanon,Asia,Men+,10
"Moncton (CMA), N.B.",Saudi Arabia,Asia,Men+,10
"Moncton (CMA), N.B.",Syria,Asia,Men+,270
"Moncton (CMA), N.B.",United Arab Emirates,Asia,Men+,50
"Moncton (CMA), N.B.",China,Asia,Men+,125
"Moncton (CMA), N.B.","Korea, South",Asia,Men+,95
"Moncton (CMA), N.B.",Philippines,Asia,Men+,370
"Moncton (CMA), N.B.",Viet Nam,Asia,Men+,100
"Moncton (CMA), N.B.",Bangladesh,Asia,Men+,20
"Moncton (CMA), N.B.",India,Asia,Men+,370
"Moncton (CMA), N.B.",Nepal,Asia,Men+,10
"Moncton (CMA), N.B.",Pakistan,Asia,Men+,50
"Moncton (CMA), N.B.",Sri Lanka,Asia,Men+,25
"Moncton (CMA), N.B.",United States of America,North America,Women+,75
"Moncton (CMA), N.B.",Honduras,North America,Women+,10
"Moncton (CMA), N.B.",Mexico,North America,Women+,30
"Moncton (CMA), N.B.",Cuba,North America,Women+,10
"Moncton (CMA), N.B.",Haiti,North America,Women+,25
"Moncton (CMA), N.B.",Jamaica,North America,Women+,70
"Moncton (CMA), N.B.",Argentina,South America,Women+,15
"Moncton (CMA), N.B.",Brazil,South America,Women+,55
"Moncton (CMA), N.B.",Peru,South America,Women+,10
"Moncton (CMA), N.B.",Venezuela,South America,Women+,15
"Moncton (CMA), N.B.",Belgium,Europe,Women+,35
"Moncton (CMA), N.B.",France,Europe,Women+,130
"Moncton (CMA), N.B.",Netherlands,Europe,Women+,10
"Moncton (CMA), N.B.",Belarus,Europe,Women+,20
"Moncton (CMA), N.B.",Hungary,Europe,Women+,10
"Moncton (CMA), N.B.",Lithuania,Europe,Women+,10
"Moncton (CMA), N.B.",Russian Federation,Europe,Women+,35
"Moncton (CMA), N.B.",Ukraine,Europe,Women+,110
"Moncton (CMA), N.B.",Serbia,Europe,Women+,10
"Moncton (CMA), N.B.",Benin,Africa,Women+,10
"Moncton (CMA), N.B.",Burkina Faso,Africa,Women+,10
"Moncton (CMA), N.B.",Côte d'Ivoire,Africa,Women+,40
"Moncton (CMA), N.B.",Mali,Africa,Women+,20
"Moncton (CMA), N.B.",Nigeria,Africa,Women+,240
"Moncton (CMA), N.B.",Senegal,Africa,Women+,15
"Moncton (CMA), N.B.",Sierra Leone,Africa,Women+,10
"Moncton (CMA), N.B.",Madagascar,Africa,Women+,15
"Moncton (CMA), N.B.",Mauritius,Africa,Women+,15
"Moncton (CMA), N.B.",Algeria,Africa,Women+,70
"Moncton (CMA), N.B.",Egypt,Africa,Women+,50
"Moncton (CMA), N.B.",Morocco,Africa,Women+,95
"Moncton (CMA), N.B.",Sudan,Africa,Women+,35
"Moncton (CMA), N.B.",Tunisia,Africa,Women+,30
"Moncton (CMA), N.B.",Cameroon,Africa,Women+,35
"Moncton (CMA), N.B.",Chad,Africa,Women+,10
"Moncton (CMA), N.B.","Congo, Democratic Republic of the",Africa,Women+,105
"Moncton (CMA), N.B.","South Africa, Republic of",Africa,Women+,15
"Moncton (CMA), N.B.",Iraq,Asia,Women+,20
"Moncton (CMA), N.B.",Israel,Asia,Women+,15
"Moncton (CMA), N.B.",Jordan,Asia,Women+,40
"Moncton (CMA), N.B.",Kuwait,Asia,Women+,20
"Moncton (CMA), N.B.",Lebanon,Asia,Women+,15
"Moncton (CMA), N.B.",Saudi Arabia,Asia,Women+,15
"Moncton (CMA), N.B.",Syria,Asia,Women+,200
"Moncton (CMA), N.B.",United Arab Emirates,Asia,Women+,45
"Moncton (CMA), N.B.",China,Asia,Women+,130
"Moncton (CMA), N.B.","Korea, South",Asia,Women+,75
"Moncton (CMA), N.B.",Indonesia,Asia,Women+,10
"Moncton (CMA), N.B.",Philippines,Asia,Women+,395
"Moncton (CMA), N.B.",Viet Nam,Asia,Women+,105
"Moncton (CMA), N.B.",Bangladesh,Asia,Women+,30
"Moncton (CMA), N.B.",India,Asia,Women+,260
"Moncton (CMA), N.B.",Nepal,Asia,Women+,25
"Moncton (CMA), N.B.",Pakistan,Asia,Women+,25
"Moncton (CMA), N.B.",Sri Lanka,Asia,Women+,20
"Moncton (CMA), N.B.",United States of America,North America,Men+,65
"Moncton (CMA), N.B.",Honduras,North America,Men+,10
"Moncton (CMA), N.B.",Mexico,North America,Men+,30
"Moncton (CMA), N.B.",Cuba,North America,Men+,10
"Moncton (CMA), N.B.",Dominican Republic,North America,Men+,10
"Moncton (CMA), N.B.",Haiti,North America,Men+,25
"Moncton (CMA), N.B.",Jamaica,North America,Men+,25
"Moncton (CMA), N.B.",Brazil,South America,Men+,45
"Moncton (CMA), N.B.",Colombia,South America,Men+,25
"Moncton (CMA), N.B.",Venezuela,South America,Men+,20
"Moncton (CMA), N.B.",Belgium,Europe,Men+,20
"Moncton (CMA), N.B.",France,Europe,Men+,125
"Moncton (CMA), N.B.",Germany,Europe,Men+,10
"Moncton (CMA), N.B.",Belarus,Europe,Men+,20
"Moncton (CMA), N.B.",Hungary,Europe,Men+,10
"Moncton (CMA), N.B.",Romania,Europe,Men+,10
"Moncton (CMA), N.B.",Russian Federation,Europe,Men+,15
"Moncton (CMA), N.B.",Ukraine,Europe,Men+,95
"Moncton (CMA), N.B.",United Kingdom,Europe,Men+,40
"Moncton (CMA), N.B.",Côte d'Ivoire,Africa,Men+,30
"Moncton (CMA), N.B.",Guinea,Africa,Men+,35
"Moncton (CMA), N.B.",Mali,Africa,Men+,30
"Moncton (CMA), N.B.",Nigeria,Africa,Men+,295
"Moncton (CMA), N.B.",Senegal,Africa,Men+,35
"Moncton (CMA), N.B.",Sierra Leone,Africa,Men+,10
"Moncton (CMA), N.B.",Togo,Africa,Men+,10
"Moncton (CMA), N.B.",Burundi,Africa,Men+,10
"Moncton (CMA), N.B.",Madagascar,Africa,Men+,15
"Moncton (CMA), N.B.",Mauritius,Africa,Men+,25
"Moncton (CMA), N.B.",Algeria,Africa,Men+,45
"Moncton (CMA), N.B.",Egypt,Africa,Men+,60
"Moncton (CMA), N.B.",Morocco,Africa,Men+,115
"Moncton (CMA), N.B.",Sudan,Africa,Men+,30
"Moncton (CMA), N.B.",Tunisia,Africa,Men+,50
"Moncton (CMA), N.B.",Cameroon,Africa,Men+,35
"Moncton (CMA), N.B.",Chad,Africa,Men+,10
"Moncton (CMA), N.B.","Congo, Democratic Republic of the",Africa,Men+,75
"Moncton (CMA), N.B.",Gabon,Africa,Men+,10
"Moncton (CMA), N.B.","South Africa, Republic of",Africa,Men+,15
"Moncton (CMA), N.B.",Iraq,Asia,Men+,30
"Moncton (CMA), N.B.",Israel,Asia,Men+,45
"Moncton (CMA), N.B.",Jordan,Asia,Men+,35
"Moncton (CMA), N.B.",Kuwait,Asia,Men+,20
"Moncton (CMA), N.B.",Lebanon,Asia,Men+,10
"Moncton (CMA), N.B.",Saudi Arabia,Asia,Men+,10
"Moncton (CMA), N.B.",Syria,Asia,Men+,230
"Moncton (CMA), N.B.",United Arab Emirates,Asia,Men+,50
"Moncton (CMA), N.B.",China,Asia,Men+,125
"Moncton (CMA), N.B.","Korea, South",Asia,Men+,95
"Moncton (CMA), N.B.",Philippines,Asia,Men+,360
"Moncton (CMA), N.B.",Viet Nam,Asia,Men+,80
"Moncton (CMA), N.B.",Bangladesh,Asia,Men+,20
"Moncton (CMA), N.B.",India,Asia,Men+,370
"Moncton (CMA), N.B.",Nepal,Asia,Men+,10
"Moncton (CMA), N.B.",Pakistan,Asia,Men+,40
"Moncton (CMA), N.B.",Sri Lanka,Asia,Men+,25
"Moncton (CMA), N.B.",United States of America,North America,Women+,75
"Moncton (CMA), N.B.",Honduras,North America,Women+,10
"Moncton (CMA), N.B.",Mexico,North America,Women+,25
"Moncton (CMA), N.B.",Cuba,North America,Women+,10
"Moncton (CMA), N.B.",Haiti,North America,Women+,15
"Moncton (CMA), N.B.",Jamaica,North America,Women+,70
"Moncton (CMA), N.B.",Argentina,South America,Women+,15
"Moncton (CMA), N.B.",Brazil,South America,Women+,55
"Moncton (CMA), N.B.",Peru,South America,Women+,10
"Moncton (CMA), N.B.",Venezuela,South America,Women+,15
"Moncton (CMA), N.B.",Belgium,Europe,Women+,30
"Moncton (CMA), N.B.",France,Europe,Women+,125
"Moncton (CMA), N.B.",Netherlands,Europe,Women+,10
"Moncton (CMA), N.B.",Belarus,Europe,Women+,20
"Moncton (CMA), N.B.",Hungary,Europe,Women+,10
"Moncton (CMA), N.B.",Russian Federation,Europe,Women+,35
"Moncton (CMA), N.B.",Ukraine,Europe,Women+,110
"Moncton (CMA), N.B.",Serbia,Europe,Women+,10
"Moncton (CMA), N.B.",Benin,Africa,Women+,10
"Moncton (CMA), N.B.",Burkina Faso,Africa,Women+,10
"Moncton (CMA), N.B.",Côte d'Ivoire,Africa,Women+,40
"Moncton (CMA), N.B.",Mali,Africa,Women+,20
"Moncton (CMA), N.B.",Nigeria,Africa,Women+,240
"Moncton (CMA), N.B.",Senegal,Africa,Women+,15
"Moncton (CMA), N.B.",Sierra Leone,Africa,Women+,10
"Moncton (CMA), N.B.",Madagascar,Africa,Women+,15
"Moncton (CMA), N.B.",Mauritius,Africa,Women+,15
"Moncton (CMA), N.B.",Algeria,Africa,Women+,70
"Moncton (CMA), N.B.",Egypt,Africa,Women+,50
"Moncton (CMA), N.B.",Morocco,Africa,Women+,95
"Moncton (CMA), N.B.",Sudan,Africa,Women+,35
"Moncton (CMA), N.B.",Tunisia,Africa,Women+,30
"Moncton (CMA), N.B.",Cameroon,Africa,Women+,35
"Moncton (CMA), N.B.",Chad,Africa,Women+,10
"Moncton (CMA), N.B.","Congo, Democratic Republic of the",Africa,Women+,90
"Moncton (CMA), N.B.","South Africa, Republic of",Africa,Women+,15
"Moncton (CMA), N.B.",Iraq,Asia,Women+,20
"Moncton (CMA), N.B.",Israel,Asia,Women+,15
"Moncton (CMA), N.B.",Jordan,Asia,Women+,40
"Moncton (CMA), N.B.",Kuwait,Asia,Women+,20
"Moncton (CMA), N.B.",Lebanon,Asia,Women+,15
"Moncton (CMA), N.B.",Saudi Arabia,Asia,Women+,15
"Moncton (CMA), N.B.",Syria,Asia,Women+,165
"Moncton (CMA), N.B.",United Arab Emirates,Asia,Women+,45
"Moncton (CMA), N.B.",China,Asia,Women+,130
"Moncton (CMA), N.B.","Korea, South",Asia,Women+,75
"Moncton (CMA), N.B.",Indonesia,Asia,Women+,10
"Moncton (CMA), N.B.",Philippines,Asia,Women+,390
"Moncton (CMA), N.B.",Viet Nam,Asia,Women+,95
"Moncton (CMA), N.B.",Bangladesh,Asia,Women+,30
"Moncton (CMA), N.B.",India,Asia,Women+,260
"Moncton (CMA), N.B.",Nepal,Asia,Women+,25
"Moncton (CMA), N.B.",Pakistan,Asia,Women+,25
"Moncton (CMA), N.B.",Sri Lanka,Asia,Women+,20
"Saint John (CMA), N.B.",United States of America,North America,Men+,50
"Saint John (CMA), N.B.",Mexico,North America,Men+,15
"Saint John (CMA), N.B.",Jamaica,North America,Men+,15
"Saint John (CMA), N.B.",Brazil,South America,Men+,15
"Saint John (CMA), N.B.",Chile,South America,Men+,15
"Saint John (CMA), N.B.",Venezuela,South America,Men+,10
"Saint John (CMA), N.B.",Romania,Europe,Men+,10
"Saint John (CMA), N.B.",Russian Federation,Europe,Men+,15
"Saint John (CMA), N.B.",Ukraine,Europe,Men+,25
"Saint John (CMA), N.B.",Nigeria,Africa,Men+,85
"Saint John (CMA), N.B.",Ethiopia,Africa,Men+,10
"Saint John (CMA), N.B.",Somalia,Africa,Men+,20
"Saint John (CMA), N.B.",Uganda,Africa,Men+,10
"Saint John (CMA), N.B.",Egypt,Africa,Men+,50
"Saint John (CMA), N.B.",Sudan,Africa,Men+,35
"Saint John (CMA), N.B.",Cameroon,Africa,Men+,25
"Saint John (CMA), N.B.","Congo, Democratic Republic of the",Africa,Men+,20
"Saint John (CMA), N.B.","South Africa, Republic of",Africa,Men+,10
"Saint John (CMA), N.B.",Iran,Asia,Men+,30
"Saint John (CMA), N.B.",Israel,Asia,Men+,35
"Saint John (CMA), N.B.",Jordan,Asia,Men+,20
"Saint John (CMA), N.B.",Lebanon,Asia,Men+,25
"Saint John (CMA), N.B.",Syria,Asia,Men+,340
"Saint John (CMA), N.B.",Turkey,Asia,Men+,10
"Saint John (CMA), N.B.",United Arab Emirates,Asia,Men+,25
"Saint John (CMA), N.B.",China,Asia,Men+,215
"Saint John (CMA), N.B.",Hong Kong,Asia,Men+,10
"Saint John (CMA), N.B.","Korea, South",Asia,Men+,10
"Saint John (CMA), N.B.",Philippines,Asia,Men+,120
"Saint John (CMA), N.B.",Viet Nam,Asia,Men+,20
"Saint John (CMA), N.B.",Bangladesh,Asia,Men+,25
"Saint John (CMA), N.B.",India,Asia,Men+,145
"Saint John (CMA), N.B.",Nepal,Asia,Men+,10
"Saint John (CMA), N.B.",Pakistan,Asia,Men+,20
"Saint John (CMA), N.B.",United States of America,North America,Women+,35
"Saint John (CMA), N.B.",Mexico,North America,Women+,25
"Saint John (CMA), N.B.",Chile,South America,Women+,15
"Saint John (CMA), N.B.",Venezuela,South America,Women+,10
"Saint John (CMA), N.B.",Germany,Europe,Women+,10
"Saint John (CMA), N.B.",Moldova,Europe,Women+,10
"Saint John (CMA), N.B.",Romania,Europe,Women+,15
"Saint John (CMA), N.B.",Russian Federation,Europe,Women+,10
"Saint John (CMA), N.B.",Ukraine,Europe,Women+,40
"Saint John (CMA), N.B.",United Kingdom,Europe,Women+,15
"Saint John (CMA), N.B.",Albania,Europe,Women+,10
"Saint John (CMA), N.B.",Nigeria,Africa,Women+,110
"Saint John (CMA), N.B.",Kenya,Africa,Women+,10
"Saint John (CMA), N.B.",Somalia,Africa,Women+,20
"Saint John (CMA), N.B.",Tanzania,Africa,Women+,15
"Saint John (CMA), N.B.",Egypt,Africa,Women+,40
"Saint John (CMA), N.B.",Sudan,Africa,Women+,25
"Saint John (CMA), N.B.",Cameroon,Africa,Women+,10
"Saint John (CMA), N.B.","South Africa, Republic of",Africa,Women+,15
"Saint John (CMA), N.B.",Iran,Asia,Women+,20
"Saint John (CMA), N.B.",Israel,Asia,Women+,35
"Saint John (CMA), N.B.",Kyrgyzstan,Asia,Women+,15
"Saint John (CMA), N.B.",Saudi Arabia,Asia,Women+,10
"Saint John (CMA), N.B.",Syria,Asia,Women+,270
"Saint John (CMA), N.B.",Turkey,Asia,Women+,10
"Saint John (CMA), N.B.",United Arab Emirates,Asia,Women+,30
"Saint John (CMA), N.B.",China,Asia,Women+,185
"Saint John (CMA), N.B.","Korea, South",Asia,Women+,20
"Saint John (CMA), N.B.",Philippines,Asia,Women+,195
"Saint John (CMA), N.B.",Viet Nam,Asia,Women+,15
"Saint John (CMA), N.B.",Bangladesh,Asia,Women+,15
"Saint John (CMA), N.B.",India,Asia,Women+,95
"Saint John (CMA), N.B.",Pakistan,Asia,Women+,30
"Saint John (CMA), N.B.",United States of America,North America,Men+,45
"Saint John (CMA), N.B.",Mexico,North America,Men+,15
"Saint John (CMA), N.B.",Jamaica,North America,Men+,15
"Saint John (CMA), N.B.",Brazil,South America,Men+,15
"Saint John (CMA), N.B.",Chile,South America,Men+,15
"Saint John (CMA), N.B.",Venezuela,South America,Men+,10
"Saint John (CMA), N.B.",Romania,Europe,Men+,10
"Saint John (CMA), N.B.",Russian Federation,Europe,Men+,15
"Saint John (CMA), N.B.",Ukraine,Europe,Men+,25
"Saint John (CMA), N.B.",Nigeria,Africa,Men+,80
"Saint John (CMA), N.B.",Somalia,Africa,Men+,15
"Saint John (CMA), N.B.",Uganda,Africa,Men+,10
"Saint John (CMA), N.B.",Egypt,Africa,Men+,50
"Saint John (CMA), N.B.",Sudan,Africa,Men+,35
"Saint John (CMA), N.B.",Cameroon,Africa,Men+,25
"Saint John (CMA), N.B.","Congo, Democratic Republic of the",Africa,Men+,20
"Saint John (CMA), N.B.","South Africa, Republic of",Africa,Men+,10
"Saint John (CMA), N.B.",Iran,Asia,Men+,30
"Saint John (CMA), N.B.",Israel,Asia,Men+,35
"Saint John (CMA), N.B.",Jordan,Asia,Men+,20
"Saint John (CMA), N.B.",Lebanon,Asia,Men+,20
"Saint John (CMA), N.B.",Syria,Asia,Men+,300
"Saint John (CMA), N.B.",Turkey,Asia,Men+,10
"Saint John (CMA), N.B.",United Arab Emirates,Asia,Men+,15
"Saint John (CMA), N.B.",China,Asia,Men+,215
"Saint John (CMA), N.B.",Hong Kong,Asia,Men+,10
"Saint John (CMA), N.B.","Korea, South",Asia,Men+,10
"Saint John (CMA), N.B.",Philippines,Asia,Men+,120
"Saint John (CMA), N.B.",Viet Nam,Asia,Men+,20
"Saint John (CMA), N.B.",Bangladesh,Asia,Men+,25
"Saint John (CMA), N.B.",India,Asia,Men+,140
"Saint John (CMA), N.B.",Nepal,Asia,Men+,10
"Saint John (CMA), N.B.",Pakistan,Asia,Men+,20
"Saint John (CMA), N.B.",United States of America,North America,Women+,30
"Saint John (CMA), N.B.",Mexico,North America,Women+,25
"Saint John (CMA), N.B.",Chile,South America,Women+,15
"Saint John (CMA), N.B.",Venezuela,South America,Women+,10
"Saint John (CMA), N.B.",Germany,Europe,Women+,10
"Saint John (CMA), N.B.",Moldova,Europe,Women+,10
"Saint John (CMA), N.B.",Romania,Europe,Women+,15
"Saint John (CMA), N.B.",Russian Federation,Europe,Women+,10
"Saint John (CMA), N.B.",Ukraine,Europe,Women+,40
"Saint John (CMA), N.B.",United Kingdom,Europe,Women+,15
"Saint John (CMA), N.B.",Albania,Europe,Women+,10
"Saint John (CMA), N.B.",Nigeria,Africa,Women+,110
"Saint John (CMA), N.B.",Kenya,Africa,Women+,10
"Saint John (CMA), N.B.",Somalia,Africa,Women+,20
"Saint John (CMA), N.B.",Tanzania,Africa,Women+,15
"Saint John (CMA), N.B.",Egypt,Africa,Women+,40
"Saint John (CMA), N.B.",Sudan,Africa,Women+,25
"Saint John (CMA), N.B.",Cameroon,Africa,Women+,10
"Saint John (CMA), N.B.","South Africa, Republic of",Africa,Women+,15
"Saint John (CMA), N.B.",Iran,Asia,Women+,20
"Saint John (CMA), N.B.",Israel,Asia,Women+,35
"Saint John (CMA), N.B.",Kyrgyzstan,Asia,Women+,15
"Saint John (CMA), N.B.",Saudi Arabia,Asia,Women+,10
"Saint John (CMA), N.B.",Syria,Asia,Women+,240
"Saint John (CMA), N.B.",Turkey,Asia,Women+,10
"Saint John (CMA), N.B.",United Arab Emirates,Asia,Women+,30
"Saint John (CMA), N.B.",China,Asia,Women+,185
"Saint John (CMA), N.B.","Korea, South",Asia,Women+,20
"Saint John (CMA), N.B.",Philippines,Asia,Women+,195
"Saint John (CMA), N.B.",Viet Nam,Asia,Women+,15
"Saint John (CMA), N.B.",Bangladesh,Asia,Women+,15
"Saint John (CMA), N.B.",India,Asia,Women+,95
"Saint John (CMA), N.B.",Pakistan,Asia,Women+,25
Quebec,United States of America,North America,Men+,2170
Quebec,Costa Rica,North America,Men+,105
Quebec,El Salvador,North America,Men+,275
Quebec,Guatemala,North America,Men+,220
Quebec,Honduras,North America,Men+,150
Quebec,Mexico,North America,Men+,1240
Quebec,Nicaragua,North America,Men+,35
Quebec,Panama,North America,Men+,25
Quebec,Antigua and Barbuda,North America,Men+,10
Quebec,Bahamas,North America,Men+,40
Quebec,Barbados,North America,Men+,30
Quebec,Cuba,North America,Men+,735
Quebec,Dominican Republic,North America,Men+,600
Quebec,Grenada,North America,Men+,20
Quebec,Guadeloupe,North America,Men+,45
Quebec,Haiti,North America,Men+,4210
Quebec,Jamaica,North America,Men+,130
Quebec,Martinique,North America,Men+,75
Quebec,Puerto Rico,North America,Men+,10
Quebec,Saint Lucia,North America,Men+,45
Quebec,Saint Vincent and the Grenadines,North America,Men+,95
Quebec,Trinidad and Tobago,North America,Men+,20
Quebec,Turks and Caicos Islands,North America,Men+,10
Quebec,Argentina,South America,Men+,125
Quebec,Bolivia,South America,Men+,15
Quebec,Brazil,South America,Men+,1170
Quebec,Chile,South America,Men+,190
Quebec,Colombia,South America,Men+,1985
Quebec,Ecuador,South America,Men+,85
Quebec,Guyana,South America,Men+,30
Quebec,Peru,South America,Men+,340
Quebec,Uruguay,South America,Men+,10
Quebec,Venezuela,South America,Men+,665
Quebec,Austria,Europe,Men+,35
Quebec,Belgium,Europe,Men+,450
Quebec,France,Europe,Men+,11325
Quebec,Germany,Europe,Men+,290
Quebec,Luxembourg,Europe,Men+,15
Quebec,Monaco,Europe,Men+,15
