Canadian CMA,Country,Continent,Gender,Population,Province
St. John's,Bangladesh,Asia,Men+,35,Newfoundland and Labrador
St. John's,India,Asia,Men+,130,Newfoundland and Labrador
St. John's,Pakistan,Asia,Men+,35,Newfoundland and Labrador
St. John's,Sri Lanka,Asia,Men+,10,Newfoundland and Labrador
St. John's,United States of America,North America,Women+,55,Newfoundland and Labrador
St. John's,Mexico,North America,Women+,10,Newfoundland and Labrador
St. John's,Jamaica,North America,Women+,45,Newfoundland and Labrador
St. John's,Trinidad and Tobago,North America,Women+,15,Newfoundland and Labrador
St. John's,Brazil,South America,Women+,15,Newfoundland and Labrador
St. John's,France,Europe,Women+,15,Newfoundland and Labrador
St. John's,Germany,Europe,Women+,10,Newfoundland and Labrador
St. John's,Russian Federation,Europe,Women+,15,Newfoundland and Labrador
St. John's,Ireland,Europe,Women+,20,Newfoundland and Labrador
St. John's,United Kingdom,Europe,Women+,30,Newfoundland and Labrador
St. John's,Nigeria,Africa,Women+,100,Newfoundland and Labrador
St. John's,Eritrea,Africa,Women+,40,Newfoundland and Labrador
St. John's,Ethiopia,Africa,Women+,15,Newfoundland and Labrador
St. John's,South Sudan,Africa,Women+,10,Newfoundland and Labrador
St. John's,Egypt,Africa,Women+,10,Newfoundland and Labrador
St. John's,Libya,Africa,Women+,25,Newfoundland and Labrador
St. John's,Sudan,Africa,Women+,30,Newfoundland and Labrador
St. John's,Tunisia,Africa,Women+,20,Newfoundland and Labrador
St. John's,Cameroon,Africa,Women+,10,Newfoundland and Labrador
St. John's,Central African Republic,Africa,Women+,20,Newfoundland and Labrador
St. John's,"Congo, Democratic Republic of the",Africa,Women+,15,Newfoundland and Labrador
St. John's,"South Africa, Republic of",Africa,Women+,15,Newfoundland and Labrador
St. John's,Iran,Asia,Women+,15,Newfoundland and Labrador
St. John's,Iraq,Asia,Women+,30,Newfoundland and Labrador
St. John's,Jordan,Asia,Women+,10,Newfoundland and Labrador
St. John's,Kazakhstan,Asia,Women+,15,Newfoundland and Labrador
St. John's,Kuwait,Asia,Women+,10,Newfoundland and Labrador
St. John's,Lebanon,Asia,Women+,20,Newfoundland and Labrador
St. John's,Syria,Asia,Women+,160,Newfoundland and Labrador
St. John's,China,Asia,Women+,100,Newfoundland and Labrador
St. John's,"Korea, South",Asia,Women+,30,Newfoundland and Labrador
St. John's,Philippines,Asia,Women+,225,Newfoundland and Labrador
St. John's,Viet Nam,Asia,Women+,15,Newfoundland and Labrador
St. John's,Bangladesh,Asia,Women+,30,Newfoundland and Labrador
St. John's,India,Asia,Women+,65,Newfoundland and Labrador
St. John's,Pakistan,Asia,Women+,40,Newfoundland and Labrador
St. John's,Sri Lanka,Asia,Women+,10,Newfoundland and Labrador
Thunder Bay,United States of America,North America,Men+,35,Ontario
Thunder Bay,Grenada,North America,Men+,10,Ontario
Thunder Bay,Colombia,South America,Men+,15,Ontario
Thunder Bay,Venezuela,South America,Men+,10,Ontario
Thunder Bay,United Kingdom,Europe,Men+,30,Ontario
Thunder Bay,Italy,Europe,Men+,10,Ontario
Thunder Bay,Nigeria,Africa,Men+,10,Ontario
Thunder Bay,Egypt,Africa,Men+,15,Ontario
Thunder Bay,Syria,Asia,Men+,55,Ontario
Thunder Bay,United Arab Emirates,Asia,Men+,15,Ontario
Thunder Bay,China,Asia,Men+,15,Ontario
Thunder Bay,"Korea, South",Asia,Men+,20,Ontario
Thunder Bay,Philippines,Asia,Men+,30,Ontario
Thunder Bay,Thailand,Asia,Men+,15,Ontario
Thunder Bay,Viet Nam,Asia,Men+,10,Ontario
Thunder Bay,Bangladesh,Asia,Men+,15,Ontario
Thunder Bay,India,Asia,Men+,125,Ontario
Thunder Bay,United States of America,North America,Women+,40,Ontario
Thunder Bay,Guatemala,North America,Women+,10,Ontario
Thunder Bay,Jamaica,North America,Women+,10,Ontario
Thunder Bay,Venezuela,South America,Women+,10,Ontario
Thunder Bay,France,Europe,Women+,15,Ontario
Thunder Bay,Ukraine,Europe,Women+,10,Ontario
Thunder Bay,United Kingdom,Europe,Women+,10,Ontario
Thunder Bay,Italy,Europe,Women+,10,Ontario
Thunder Bay,Nigeria,Africa,Women+,10,Ontario
Thunder Bay,Ethiopia,Africa,Women+,15,Ontario
Thunder Bay,Egypt,Africa,Women+,10,Ontario
Thunder Bay,Sudan,Africa,Women+,10,Ontario
Thunder Bay,Iran,Asia,Women+,15,Ontario
Thunder Bay,Iraq,Asia,Women+,20,Ontario
Thunder Bay,Syria,Asia,Women+,40,Ontario
Thunder Bay,China,Asia,Women+,25,Ontario
Thunder Bay,"Korea, South",Asia,Women+,30,Ontario
Thunder Bay,Philippines,Asia,Women+,60,Ontario
Thunder Bay,Viet Nam,Asia,Women+,10,Ontario
Thunder Bay,Bangladesh,Asia,Women+,15,Ontario
Thunder Bay,India,Asia,Women+,85,Ontario
Thunder Bay,United States of America,North America,Men+,35,Ontario
Thunder Bay,Grenada,North America,Men+,10,Ontario
Thunder Bay,Colombia,South America,Men+,15,Ontario
Thunder Bay,United Kingdom,Europe,Men+,30,Ontario
Thunder Bay,Italy,Europe,Men+,10,Ontario
Thunder Bay,Nigeria,Africa,Men+,10,Ontario
Thunder Bay,Egypt,Africa,Men+,15,Ontario
Thunder Bay,Syria,Asia,Men+,55,Ontario
Thunder Bay,United Arab Emirates,Asia,Men+,15,Ontario
Thunder Bay,China,Asia,Men+,15,Ontario
Thunder Bay,"Korea, South",Asia,Men+,20,Ontario
Thunder Bay,Philippines,Asia,Men+,25,Ontario
Thunder Bay,Thailand,Asia,Men+,15,Ontario
Thunder Bay,Viet Nam,Asia,Men+,10,Ontario
Thunder Bay,Bangladesh,Asia,Men+,15,Ontario
Thunder Bay,India,Asia,Men+,125,Ontario
Thunder Bay,United States of America,North America,Women+,40,Ontario
Thunder Bay,Jamaica,North America,Women+,10,Ontario
Thunder Bay,France,Europe,Women+,15,Ontario
Thunder Bay,Nigeria,Africa,Women+,10,Ontario
Thunder Bay,Ethiopia,Africa,Women+,15,Ontario
Thunder Bay,Egypt,Africa,Women+,10,Ontario
Thunder Bay,Sudan,Africa,Women+,10,Ontario
Thunder Bay,Iran,Asia,Women+,15,Ontario
Thunder Bay,Iraq,Asia,Women+,20,Ontario
Thunder Bay,Syria,Asia,Women+,40,Ontario
Thunder Bay,China,Asia,Women+,25,Ontario
Thunder Bay,"Korea, South",Asia,Women+,30,Ontario
Thunder Bay,Philippines,Asia,Women+,50,Ontario
Thunder Bay,Viet Nam,Asia,Women+,10,Ontario
Thunder Bay,Bangladesh,Asia,Women+,15,Ontario
Thunder Bay,India,Asia,Women+,85,Ontario
Toronto,United States of America,North America,Men+,4935,Ontario
Toronto,Costa Rica,North America,Men+,60,Ontario
Toronto,El Salvador,North America,Men+,350,Ontario
Toronto,Guatemala,North America,Men+,65,Ontario
Toronto,Honduras,North America,Men+,135,Ontario
Toronto,Mexico,North America,Men+,1520,Ontario
Toronto,Nicaragua,North America,Men+,30,Ontario
Toronto,Panama,North America,Men+,55,Ontario
Toronto,Antigua and Barbuda,North America,Men+,60,Ontario
Toronto,Bahamas,North America,Men+,155,Ontario
Toronto,Barbados,North America,Men+,245,Ontario
Toronto,Bermuda,North America,Men+,55,Ontario
Toronto,Cayman Islands,North America,Men+,10,Ontario
Toronto,Cuba,North America,Men+,370,Ontario
Toronto,Dominica,North America,Men+,20,Ontario
Toronto,Dominican Republic,North America,Men+,495,Ontario
Toronto,Grenada,North America,Men+,110,Ontario
Toronto,Guadeloupe,North America,Men+,10,Ontario
Toronto,Haiti,North America,Men+,175,Ontario
Toronto,Jamaica,North America,Men+,3485,Ontario
Toronto,Martinique,North America,Men+,10,Ontario
Toronto,Puerto Rico,North America,Men+,20,Ontario
Toronto,Saint Kitts and Nevis,North America,Men+,20,Ontario
Toronto,Saint Lucia,North America,Men+,380,Ontario
Toronto,Saint Vincent and the Grenadines,North America,Men+,415,Ontario
Toronto,Sint Maarten (Dutch part),North America,Men+,10,Ontario
Toronto,Trinidad and Tobago,North America,Men+,430,Ontario
Toronto,Argentina,South America,Men+,205,Ontario
Toronto,Bolivia,South America,Men+,25,Ontario
Toronto,Brazil,South America,Men+,2725,Ontario
Toronto,Chile,South America,Men+,170,Ontario
Toronto,Colombia,South America,Men+,890,Ontario
Toronto,Ecuador,South America,Men+,200,Ontario
Toronto,Guyana,South America,Men+,560,Ontario
Toronto,Paraguay,South America,Men+,10,Ontario
Toronto,Peru,South America,Men+,250,Ontario
Toronto,Suriname,South America,Men+,25,Ontario
Toronto,Uruguay,South America,Men+,55,Ontario
Toronto,Venezuela,South America,Men+,1050,Ontario
Toronto,Austria,Europe,Men+,20,Ontario
Toronto,Belgium,Europe,Men+,110,Ontario
Toronto,France,Europe,Men+,1150,Ontario
Toronto,Germany,Europe,Men+,490,Ontario
Toronto,Netherlands,Europe,Men+,165,Ontario
Toronto,Switzerland,Europe,Men+,110,Ontario
Toronto,Belarus,Europe,Men+,150,Ontario
Toronto,Bulgaria,Europe,Men+,120,Ontario
Toronto,Czechia,Europe,Men+,120,Ontario
Toronto,Estonia,Europe,Men+,10,Ontario
Toronto,Hungary,Europe,Men+,700,Ontario
Toronto,Latvia,Europe,Men+,50,Ontario
Toronto,Lithuania,Europe,Men+,45,Ontario
Toronto,Moldova,Europe,Men+,130,Ontario
Toronto,Poland,Europe,Men+,520,Ontario
Toronto,Romania,Europe,Men+,315,Ontario
Toronto,Russian Federation,Europe,Men+,1405,Ontario
Toronto,Slovakia,Europe,Men+,335,Ontario
Toronto,Ukraine,Europe,Men+,1945,Ontario
Toronto,Denmark,Europe,Men+,50,Ontario
Toronto,Finland,Europe,Men+,45,Ontario
Toronto,Iceland,Europe,Men+,10,Ontario
Toronto,Ireland,Europe,Men+,1080,Ontario
Toronto,Norway,Europe,Men+,70,Ontario
Toronto,Sweden,Europe,Men+,85,Ontario
Toronto,United Kingdom,Europe,Men+,2540,Ontario
Toronto,Albania,Europe,Men+,800,Ontario
Toronto,Bosnia and Herzegovina,Europe,Men+,45,Ontario
Toronto,Croatia,Europe,Men+,195,Ontario
Toronto,Greece,Europe,Men+,275,Ontario
Toronto,Italy,Europe,Men+,785,Ontario
Toronto,Kosovo,Europe,Men+,65,Ontario
Toronto,Malta,Europe,Men+,15,Ontario
Toronto,Montenegro,Europe,Men+,10,Ontario
Toronto,North Macedonia,Europe,Men+,65,Ontario
Toronto,Portugal,Europe,Men+,1175,Ontario
Toronto,Serbia,Europe,Men+,250,Ontario
Toronto,Slovenia,Europe,Men+,10,Ontario
Toronto,Spain,Europe,Men+,315,Ontario
Toronto,Côte d'Ivoire,Africa,Men+,220,Ontario
Toronto,Gambia,Africa,Men+,40,Ontario
Toronto,Ghana,Africa,Men+,685,Ontario
Toronto,Guinea,Africa,Men+,20,Ontario
Toronto,Liberia,Africa,Men+,20,Ontario
Toronto,Mali,Africa,Men+,25,Ontario
Toronto,Mauritania,Africa,Men+,10,Ontario
Toronto,Nigeria,Africa,Men+,4750,Ontario
Toronto,Senegal,Africa,Men+,45,Ontario
Toronto,Sierra Leone,Africa,Men+,10,Ontario
Toronto,Togo,Africa,Men+,30,Ontario
Toronto,Burundi,Africa,Men+,55,Ontario
Toronto,Djibouti,Africa,Men+,45,Ontario
Toronto,Eritrea,Africa,Men+,1550,Ontario
Toronto,Ethiopia,Africa,Men+,1005,Ontario
Toronto,Kenya,Africa,Men+,400,Ontario
Toronto,Mauritius,Africa,Men+,320,Ontario
Toronto,Rwanda,Africa,Men+,70,Ontario
Toronto,Somalia,Africa,Men+,1010,Ontario
Toronto,South Sudan,Africa,Men+,20,Ontario
Toronto,Tanzania,Africa,Men+,165,Ontario
Toronto,Uganda,Africa,Men+,255,Ontario
Toronto,Zambia,Africa,Men+,45,Ontario
Toronto,Zimbabwe,Africa,Men+,205,Ontario
Toronto,Algeria,Africa,Men+,160,Ontario
Toronto,Egypt,Africa,Men+,2085,Ontario
Toronto,Libya,Africa,Men+,260,Ontario
Toronto,Morocco,Africa,Men+,320,Ontario
Toronto,Sudan,Africa,Men+,415,Ontario
Toronto,Tunisia,Africa,Men+,100,Ontario
Toronto,Angola,Africa,Men+,45,Ontario
Toronto,Cameroon,Africa,Men+,355,Ontario
Toronto,Chad,Africa,Men+,50,Ontario
Toronto,"Congo, Democratic Republic of the",Africa,Men+,205,Ontario
Toronto,Botswana,Africa,Men+,60,Ontario
Toronto,Eswatini,Africa,Men+,15,Ontario
Toronto,Namibia,Africa,Men+,15,Ontario
Toronto,"South Africa, Republic of",Africa,Men+,800,Ontario
Toronto,Afghanistan,Asia,Men+,2500,Ontario
Toronto,Armenia,Asia,Men+,175,Ontario
Toronto,Azerbaijan,Asia,Men+,370,Ontario
Toronto,Bahrain,Asia,Men+,85,Ontario
Toronto,Cyprus,Asia,Men+,35,Ontario
Toronto,Georgia,Asia,Men+,220,Ontario
Toronto,Iran,Asia,Men+,5310,Ontario
Toronto,Iraq,Asia,Men+,3200,Ontario
Toronto,Israel,Asia,Men+,765,Ontario
Toronto,Jordan,Asia,Men+,615,Ontario
Toronto,Kazakhstan,Asia,Men+,240,Ontario
Toronto,Kuwait,Asia,Men+,490,Ontario
Toronto,Kyrgyzstan,Asia,Men+,105,Ontario
Toronto,Lebanon,Asia,Men+,940,Ontario
Toronto,Oman,Asia,Men+,110,Ontario
Toronto,Qatar,Asia,Men+,280,Ontario
Toronto,Saudi Arabia,Asia,Men+,2005,Ontario
Toronto,Syria,Asia,Men+,5665,Ontario
Toronto,Tajikistan,Asia,Men+,65,Ontario
Toronto,Turkey,Asia,Men+,2465,Ontario
Toronto,Turkmenistan,Asia,Men+,15,Ontario
Toronto,United Arab Emirates,Asia,Men+,1780,Ontario
Toronto,Uzbekistan,Asia,Men+,205,Ontario
Toronto,West Bank and Gaza Strip,Asia,Men+,230,Ontario
Toronto,Yemen,Asia,Men+,265,Ontario
Toronto,China,Asia,Men+,18680,Ontario
Toronto,Hong Kong,Asia,Men+,975,Ontario
Toronto,Japan,Asia,Men+,255,Ontario
Toronto,"Korea, North",Asia,Men+,15,Ontario
Toronto,"Korea, South",Asia,Men+,1855,Ontario
Toronto,Macao,Asia,Men+,20,Ontario
Toronto,Mongolia,Asia,Men+,20,Ontario
Toronto,Taiwan,Asia,Men+,270,Ontario
Toronto,Cambodia,Asia,Men+,50,Ontario
Toronto,Indonesia,Asia,Men+,230,Ontario
Toronto,Malaysia,Asia,Men+,320,Ontario
Toronto,Myanmar,Asia,Men+,35,Ontario
Toronto,Philippines,Asia,Men+,14645,Ontario
Toronto,Singapore,Asia,Men+,180,Ontario
Toronto,Thailand,Asia,Men+,105,Ontario
Toronto,Viet Nam,Asia,Men+,1460,Ontario
Toronto,Bangladesh,Asia,Men+,3110,Ontario
Toronto,Bhutan,Asia,Men+,15,Ontario
Toronto,India,Asia,Men+,54435,Ontario
Toronto,Nepal,Asia,Men+,1030,Ontario
Toronto,Pakistan,Asia,Men+,8990,Ontario
Toronto,Sri Lanka,Asia,Men+,2315,Ontario
Toronto,United States of America,North America,Women+,4870,Ontario
Toronto,Costa Rica,North America,Women+,90,Ontario
Toronto,El Salvador,North America,Women+,310,Ontario
Toronto,Guatemala,North America,Women+,90,Ontario
Toronto,Honduras,North America,Women+,150,Ontario
Toronto,Mexico,North America,Women+,1740,Ontario
Toronto,Nicaragua,North America,Women+,35,Ontario
Toronto,Panama,North America,Women+,60,Ontario
Toronto,Antigua and Barbuda,North America,Women+,55,Ontario
Toronto,Aruba,North America,Women+,10,Ontario
Toronto,Bahamas,North America,Women+,105,Ontario
Toronto,Barbados,North America,Women+,175,Ontario
Toronto,Cayman Islands,North America,Women+,15,Ontario
Toronto,Cuba,North America,Women+,365,Ontario
Toronto,Dominica,North America,Women+,30,Ontario
Toronto,Dominican Republic,North America,Women+,525,Ontario
Toronto,Grenada,North America,Women+,170,Ontario
Toronto,Guadeloupe,North America,Women+,10,Ontario
Toronto,Haiti,North America,Women+,165,Ontario
Toronto,Jamaica,North America,Women+,3330,Ontario
Toronto,Saint Kitts and Nevis,North America,Women+,30,Ontario
Toronto,Saint Lucia,North America,Women+,510,Ontario
Toronto,Saint Martin (French part),North America,Women+,10,Ontario
Toronto,Saint Vincent and the Grenadines,North America,Women+,560,Ontario
Toronto,Trinidad and Tobago,North America,Women+,660,Ontario
Toronto,Argentina,South America,Women+,200,Ontario
Toronto,Bolivia,South America,Women+,45,Ontario
Toronto,Brazil,South America,Women+,3070,Ontario
Toronto,Chile,South America,Women+,200,Ontario
Toronto,Colombia,South America,Women+,1230,Ontario
Toronto,Ecuador,South America,Women+,285,Ontario
Toronto,Guyana,South America,Women+,790,Ontario
Toronto,Paraguay,South America,Women+,10,Ontario
Toronto,Peru,South America,Women+,375,Ontario
Toronto,Suriname,South America,Women+,10,Ontario
Toronto,Uruguay,South America,Women+,65,Ontario
Toronto,Venezuela,South America,Women+,1325,Ontario
Toronto,Austria,Europe,Women+,40,Ontario
Toronto,Belgium,Europe,Women+,105,Ontario
Toronto,France,Europe,Women+,1100,Ontario
Toronto,Germany,Europe,Women+,455,Ontario
Toronto,Netherlands,Europe,Women+,135,Ontario
Toronto,Switzerland,Europe,Women+,85,Ontario
Toronto,Belarus,Europe,Women+,245,Ontario
Toronto,Bulgaria,Europe,Women+,135,Ontario
Toronto,Czechia,Europe,Women+,175,Ontario
Toronto,Estonia,Europe,Women+,50,Ontario
Toronto,Hungary,Europe,Women+,665,Ontario
Toronto,Latvia,Europe,Women+,75,Ontario
Toronto,Lithuania,Europe,Women+,75,Ontario
Toronto,Moldova,Europe,Women+,220,Ontario
Toronto,Poland,Europe,Women+,570,Ontario
Toronto,Romania,Europe,Women+,465,Ontario
Toronto,Russian Federation,Europe,Women+,2265,Ontario
Toronto,Slovakia,Europe,Women+,305,Ontario
Toronto,Ukraine,Europe,Women+,2400,Ontario
Toronto,Denmark,Europe,Women+,25,Ontario
Toronto,Finland,Europe,Women+,60,Ontario
Toronto,Ireland,Europe,Women+,595,Ontario
Toronto,Norway,Europe,Women+,40,Ontario
Toronto,Sweden,Europe,Women+,90,Ontario
Toronto,United Kingdom,Europe,Women+,1795,Ontario
Toronto,Albania,Europe,Women+,820,Ontario
Toronto,Andorra,Europe,Women+,15,Ontario
Toronto,Bosnia and Herzegovina,Europe,Women+,55,Ontario
Toronto,Croatia,Europe,Women+,150,Ontario
Toronto,Greece,Europe,Women+,290,Ontario
Toronto,Italy,Europe,Women+,555,Ontario
Toronto,Kosovo,Europe,Women+,90,Ontario
Toronto,Malta,Europe,Women+,10,Ontario
Toronto,North Macedonia,Europe,Women+,80,Ontario
Toronto,Portugal,Europe,Women+,930,Ontario
Toronto,Serbia,Europe,Women+,280,Ontario
Toronto,Slovenia,Europe,Women+,20,Ontario
Toronto,Spain,Europe,Women+,260,Ontario
Toronto,Benin,Africa,Women+,15,Ontario
Toronto,Côte d'Ivoire,Africa,Women+,215,Ontario
Toronto,Gambia,Africa,Women+,15,Ontario
Toronto,Ghana,Africa,Women+,585,Ontario
Toronto,Guinea,Africa,Women+,25,Ontario
Toronto,Liberia,Africa,Women+,35,Ontario
Toronto,Mali,Africa,Women+,55,Ontario
Toronto,Nigeria,Africa,Women+,4725,Ontario
Toronto,Senegal,Africa,Women+,65,Ontario
Toronto,Sierra Leone,Africa,Women+,25,Ontario
Toronto,Togo,Africa,Women+,25,Ontario
Toronto,Burundi,Africa,Women+,110,Ontario
Toronto,Djibouti,Africa,Women+,35,Ontario
Toronto,Eritrea,Africa,Women+,1345,Ontario
Toronto,Ethiopia,Africa,Women+,1115,Ontario
Toronto,Kenya,Africa,Women+,305,Ontario
Toronto,Madagascar,Africa,Women+,10,Ontario
Toronto,Mauritius,Africa,Women+,365,Ontario
Toronto,Mozambique,Africa,Women+,10,Ontario
Toronto,Rwanda,Africa,Women+,60,Ontario
Toronto,Somalia,Africa,Women+,760,Ontario
Toronto,Tanzania,Africa,Women+,255,Ontario
Toronto,Uganda,Africa,Women+,320,Ontario
Toronto,Zambia,Africa,Women+,60,Ontario
Toronto,Zimbabwe,Africa,Women+,250,Ontario
Toronto,Algeria,Africa,Women+,210,Ontario
Toronto,Egypt,Africa,Women+,2045,Ontario
Toronto,Libya,Africa,Women+,220,Ontario
Toronto,Morocco,Africa,Women+,425,Ontario
Toronto,Sudan,Africa,Women+,405,Ontario
Toronto,Tunisia,Africa,Women+,120,Ontario
Toronto,Angola,Africa,Women+,80,Ontario
Toronto,Cameroon,Africa,Women+,350,Ontario
Toronto,Central African Republic,Africa,Women+,10,Ontario
Toronto,Chad,Africa,Women+,15,Ontario
Toronto,"Congo, Democratic Republic of the",Africa,Women+,265,Ontario
Toronto,Botswana,Africa,Women+,50,Ontario
Toronto,Eswatini,Africa,Women+,25,Ontario
Toronto,Namibia,Africa,Women+,40,Ontario
Toronto,"South Africa, Republic of",Africa,Women+,805,Ontario
Toronto,Afghanistan,Asia,Women+,2630,Ontario
Toronto,Armenia,Asia,Women+,230,Ontario
Toronto,Azerbaijan,Asia,Women+,345,Ontario
Toronto,Bahrain,Asia,Women+,70,Ontario
Toronto,Cyprus,Asia,Women+,20,Ontario
Toronto,Georgia,Asia,Women+,220,Ontario
Toronto,Iran,Asia,Women+,5740,Ontario
Toronto,Iraq,Asia,Women+,3225,Ontario
Toronto,Israel,Asia,Women+,765,Ontario
Toronto,Jordan,Asia,Women+,480,Ontario
Toronto,Kazakhstan,Asia,Women+,335,Ontario
Toronto,Kuwait,Asia,Women+,365,Ontario
Toronto,Kyrgyzstan,Asia,Women+,90,Ontario
Toronto,Lebanon,Asia,Women+,900,Ontario
Toronto,Oman,Asia,Women+,85,Ontario
Toronto,Qatar,Asia,Women+,240,Ontario
Toronto,Saudi Arabia,Asia,Women+,1740,Ontario
Toronto,Syria,Asia,Women+,5485,Ontario
Toronto,Tajikistan,Asia,Women+,50,Ontario
Toronto,Turkey,Asia,Women+,2075,Ontario
Toronto,Turkmenistan,Asia,Women+,15,Ontario
Toronto,United Arab Emirates,Asia,Women+,1645,Ontario
Toronto,Uzbekistan,Asia,Women+,285,Ontario
Toronto,West Bank and Gaza Strip,Asia,Women+,215,Ontario
Toronto,Yemen,Asia,Women+,265,Ontario
Toronto,China,Asia,Women+,26090,Ontario
Toronto,Hong Kong,Asia,Women+,1360,Ontario
Toronto,Japan,Asia,Women+,855,Ontario
Toronto,"Korea, North",Asia,Women+,25,Ontario
Toronto,"Korea, South",Asia,Women+,2890,Ontario
Toronto,Macao,Asia,Women+,45,Ontario
Toronto,Mongolia,Asia,Women+,60,Ontario
Toronto,Taiwan,Asia,Women+,470,Ontario
Toronto,Brunei Darussalam,Asia,Women+,15,Ontario
Toronto,Cambodia,Asia,Women+,135,Ontario
Toronto,Indonesia,Asia,Women+,395,Ontario
Toronto,Laos,Asia,Women+,20,Ontario
Toronto,Malaysia,Asia,Women+,310,Ontario
Toronto,Myanmar,Asia,Women+,25,Ontario
Toronto,Philippines,Asia,Women+,19705,Ontario
Toronto,Singapore,Asia,Women+,255,Ontario
Toronto,Thailand,Asia,Women+,205,Ontario
Toronto,Viet Nam,Asia,Women+,2550,Ontario
Toronto,Bangladesh,Asia,Women+,2925,Ontario
Toronto,India,Asia,Women+,49805,Ontario
Toronto,Nepal,Asia,Women+,940,Ontario
Toronto,Pakistan,Asia,Women+,9115,Ontario
Toronto,Sri Lanka,Asia,Women+,2620,Ontario
Toronto,United States of America,North America,Men+,4590,Ontario
Toronto,Costa Rica,North America,Men+,60,Ontario
Toronto,El Salvador,North America,Men+,305,Ontario
Toronto,Guatemala,North America,Men+,65,Ontario
Toronto,Honduras,North America,Men+,130,Ontario
Toronto,Mexico,North America,Men+,1400,Ontario
Toronto,Nicaragua,North America,Men+,25,Ontario
Toronto,Panama,North America,Men+,50,Ontario
Toronto,Antigua and Barbuda,North America,Men+,50,Ontario
Toronto,Bahamas,North America,Men+,150,Ontario
Toronto,Barbados,North America,Men+,230,Ontario
Toronto,Bermuda,North America,Men+,55,Ontario
Toronto,Cayman Islands,North America,Men+,10,Ontario
Toronto,Cuba,North America,Men+,350,Ontario
Toronto,Dominica,North America,Men+,20,Ontario
Toronto,Dominican Republic,North America,Men+,475,Ontario
Toronto,Grenada,North America,Men+,95,Ontario
Toronto,Guadeloupe,North America,Men+,10,Ontario
Toronto,Haiti,North America,Men+,165,Ontario
Toronto,Jamaica,North America,Men+,3145,Ontario
Toronto,Martinique,North America,Men+,10,Ontario
Toronto,Puerto Rico,North America,Men+,20,Ontario
Toronto,Saint Kitts and Nevis,North America,Men+,20,Ontario
Toronto,Saint Lucia,North America,Men+,365,Ontario
Toronto,Saint Vincent and the Grenadines,North America,Men+,395,Ontario
Toronto,Sint Maarten (Dutch part),North America,Men+,10,Ontario
Toronto,Trinidad and Tobago,North America,Men+,400,Ontario
Toronto,Argentina,South America,Men+,190,Ontario
Toronto,Bolivia,South America,Men+,25,Ontario
Toronto,Brazil,South America,Men+,2655,Ontario
Toronto,Chile,South America,Men+,160,Ontario
Toronto,Colombia,South America,Men+,850,Ontario
Toronto,Ecuador,South America,Men+,160,Ontario
Toronto,Guyana,South America,Men+,525,Ontario
Toronto,Paraguay,South America,Men+,10,Ontario
Toronto,Peru,South America,Men+,240,Ontario
Toronto,Suriname,South America,Men+,25,Ontario
Toronto,Uruguay,South America,Men+,35,Ontario
Toronto,Venezuela,South America,Men+,950,Ontario
Toronto,Austria,Europe,Men+,20,Ontario
Toronto,Belgium,Europe,Men+,105,Ontario
Toronto,France,Europe,Men+,1045,Ontario
Toronto,Germany,Europe,Men+,480,Ontario
Toronto,Netherlands,Europe,Men+,165,Ontario
Toronto,Switzerland,Europe,Men+,110,Ontario
Toronto,Belarus,Europe,Men+,130,Ontario
Toronto,Bulgaria,Europe,Men+,95,Ontario
Toronto,Czechia,Europe,Men+,120,Ontario
Toronto,Estonia,Europe,Men+,10,Ontario
Toronto,Hungary,Europe,Men+,630,Ontario
Toronto,Latvia,Europe,Men+,50,Ontario
Toronto,Lithuania,Europe,Men+,45,Ontario
Toronto,Moldova,Europe,Men+,130,Ontario
Toronto,Poland,Europe,Men+,505,Ontario
Toronto,Romania,Europe,Men+,295,Ontario
Toronto,Russian Federation,Europe,Men+,1240,Ontario
Toronto,Slovakia,Europe,Men+,325,Ontario
Toronto,Ukraine,Europe,Men+,1745,Ontario
Toronto,Denmark,Europe,Men+,50,Ontario
Toronto,Finland,Europe,Men+,45,Ontario
Toronto,Iceland,Europe,Men+,10,Ontario
Toronto,Ireland,Europe,Men+,1025,Ontario
Toronto,Norway,Europe,Men+,55,Ontario
Toronto,Sweden,Europe,Men+,75,Ontario
Toronto,United Kingdom,Europe,Men+,2435,Ontario
Toronto,Albania,Europe,Men+,730,Ontario
Toronto,Bosnia and Herzegovina,Europe,Men+,40,Ontario
Toronto,Croatia,Europe,Men+,190,Ontario
Toronto,Greece,Europe,Men+,245,Ontario
Toronto,Italy,Europe,Men+,715,Ontario
Toronto,Kosovo,Europe,Men+,55,Ontario
Toronto,Malta,Europe,Men+,15,Ontario
Toronto,Montenegro,Europe,Men+,10,Ontario
Toronto,North Macedonia,Europe,Men+,65,Ontario
Toronto,Portugal,Europe,Men+,1095,Ontario
Toronto,Serbia,Europe,Men+,225,Ontario
Toronto,Slovenia,Europe,Men+,10,Ontario
Toronto,Spain,Europe,Men+,295,Ontario
Toronto,Côte d'Ivoire,Africa,Men+,210,Ontario
Toronto,Gambia,Africa,Men+,40,Ontario
Toronto,Ghana,Africa,Men+,580,Ontario
Toronto,Guinea,Africa,Men+,15,Ontario
Toronto,Liberia,Africa,Men+,20,Ontario
Toronto,Mali,Africa,Men+,25,Ontario
Toronto,Mauritania,Africa,Men+,10,Ontario
Toronto,Nigeria,Africa,Men+,4495,Ontario
