Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate,Province
Kamloops,Black,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Black,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Black,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,Bachelor's degree or higher,Men+,35.0,35.0,25.0,10.0,0.0,100.0,71.4,28.6,Kamloops
Kamloops,Chinese,Bachelor's degree or higher,Women+,25.0,20.0,20.0,0.0,0.0,80.0,80.0,0.0,Kamloops
Kamloops,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Chinese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,Bachelor's degree or higher,Men+,35.0,35.0,35.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,Filipino,Bachelor's degree or higher,Women+,80.0,70.0,65.0,0.0,10.0,87.5,81.3,0.0,Kamloops
Kamloops,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,High (secondary) school diploma or equivalency certificate,Men+,40.0,40.0,35.0,10.0,0.0,100.0,87.5,25.0,Kamloops
Kamloops,Filipino,High (secondary) school diploma or equivalency certificate,Women+,40.0,40.0,35.0,0.0,0.0,100.0,87.5,0.0,Kamloops
Kamloops,Filipino,"No certificate, diploma or degree",Men+,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Filipino,University certificate or diploma below bachelor level,Women+,15.0,10.0,0.0,0.0,0.0,66.7,0.0,0.0,Kamloops
Kamloops,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,High (secondary) school diploma or equivalency certificate,Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,Japanese,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Japanese,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,High (secondary) school diploma or equivalency certificate,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,Korean,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Korean,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,Latin American,Bachelor's degree or higher,Women+,15.0,10.0,10.0,0.0,0.0,66.7,66.7,0.0,Kamloops
Kamloops,Latin American,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Latin American,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,Bachelor's degree or higher,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Multiple visible minorities,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,Bachelor's degree or higher,Men+,115.0,115.0,105.0,10.0,0.0,100.0,91.3,8.7,Kamloops
Kamloops,South Asian,Bachelor's degree or higher,Women+,105.0,100.0,85.0,15.0,10.0,95.2,81.0,15.0,Kamloops
Kamloops,South Asian,"College, CEGEP or other non-university certificate or diploma",Men+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,South Asian,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,Kamloops
Kamloops,South Asian,High (secondary) school diploma or equivalency certificate,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,South Asian,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Kamloops
Kamloops,South Asian,University certificate or diploma below bachelor level,Men+,40.0,35.0,35.0,0.0,0.0,87.5,87.5,0.0,Kamloops
Kamloops,South Asian,University certificate or diploma below bachelor level,Women+,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0,Kamloops
Kamloops,Southeast Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,Bachelor's degree or higher,Women+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,Kamloops
Kamloops,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,"No certificate, diploma or degree",Men+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,Southeast Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",Bachelor's degree or higher,Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.","No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.","No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,"Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,High (secondary) school diploma or equivalency certificate,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,High (secondary) school diploma or equivalency certificate,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,"No certificate, diploma or degree",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kamloops,West Asian,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kamloops
Kelowna,Arab,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,Bachelor's degree or higher,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Arab,Bachelor's degree or higher,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,"College, CEGEP or other non-university certificate or diploma",Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,"College, CEGEP or other non-university certificate or diploma",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,High (secondary) school diploma or equivalency certificate,Men+,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,High (secondary) school diploma or equivalency certificate,Women+,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,"No certificate, diploma or degree",Men+,65.0,30.0,30.0,0.0,35.0,46.2,46.2,0.0,British Columbia
Kelowna,Arab,"No certificate, diploma or degree",Women+,55.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Arab,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Black,Apprenticeship or trades certificate or diploma,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Black,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Black,Bachelor's degree or higher,Men+,50.0,50.0,45.0,0.0,0.0,100.0,90.0,0.0,British Columbia
Kelowna,Black,Bachelor's degree or higher,Women+,50.0,50.0,50.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Black,"College, CEGEP or other non-university certificate or diploma",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Black,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Black,High (secondary) school diploma or equivalency certificate,Men+,40.0,30.0,30.0,0.0,15.0,75.0,75.0,0.0,British Columbia
Kelowna,Black,High (secondary) school diploma or equivalency certificate,Women+,35.0,25.0,20.0,0.0,10.0,71.4,57.1,0.0,British Columbia
Kelowna,Black,"No certificate, diploma or degree",Men+,25.0,15.0,15.0,0.0,10.0,60.0,60.0,0.0,British Columbia
Kelowna,Black,"No certificate, diploma or degree",Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Black,University certificate or diploma below bachelor level,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Black,University certificate or diploma below bachelor level,Women+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Chinese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Chinese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Chinese,Bachelor's degree or higher,Men+,40.0,35.0,35.0,0.0,0.0,87.5,87.5,0.0,British Columbia
Kelowna,Chinese,Bachelor's degree or higher,Women+,70.0,45.0,40.0,0.0,20.0,64.3,57.1,0.0,British Columbia
Kelowna,Chinese,"College, CEGEP or other non-university certificate or diploma",Men+,20.0,10.0,10.0,0.0,10.0,50.0,50.0,0.0,British Columbia
Kelowna,Chinese,"College, CEGEP or other non-university certificate or diploma",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,British Columbia
Kelowna,Chinese,High (secondary) school diploma or equivalency certificate,Men+,35.0,10.0,10.0,0.0,20.0,28.6,28.6,0.0,British Columbia
Kelowna,Chinese,High (secondary) school diploma or equivalency certificate,Women+,45.0,15.0,10.0,0.0,30.0,33.3,22.2,0.0,British Columbia
Kelowna,Chinese,"No certificate, diploma or degree",Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Chinese,"No certificate, diploma or degree",Women+,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,British Columbia
Kelowna,Chinese,University certificate or diploma below bachelor level,Men+,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Chinese,University certificate or diploma below bachelor level,Women+,10.0,10.0,15.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Filipino,Apprenticeship or trades certificate or diploma,Men+,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Filipino,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Filipino,Bachelor's degree or higher,Men+,100.0,90.0,85.0,0.0,10.0,90.0,85.0,0.0,British Columbia
Kelowna,Filipino,Bachelor's degree or higher,Women+,120.0,100.0,100.0,0.0,20.0,83.3,83.3,0.0,British Columbia
Kelowna,Filipino,"College, CEGEP or other non-university certificate or diploma",Men+,50.0,45.0,45.0,0.0,0.0,90.0,90.0,0.0,British Columbia
Kelowna,Filipino,"College, CEGEP or other non-university certificate or diploma",Women+,45.0,45.0,45.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Filipino,High (secondary) school diploma or equivalency certificate,Men+,30.0,30.0,30.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Filipino,High (secondary) school diploma or equivalency certificate,Women+,60.0,40.0,40.0,0.0,20.0,66.7,66.7,0.0,British Columbia
Kelowna,Filipino,"No certificate, diploma or degree",Men+,30.0,15.0,15.0,0.0,20.0,50.0,50.0,0.0,British Columbia
Kelowna,Filipino,"No certificate, diploma or degree",Women+,20.0,10.0,0.0,0.0,15.0,50.0,0.0,0.0,British Columbia
Kelowna,Filipino,University certificate or diploma below bachelor level,Men+,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0,British Columbia
Kelowna,Filipino,University certificate or diploma below bachelor level,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Japanese,Apprenticeship or trades certificate or diploma,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Japanese,Apprenticeship or trades certificate or diploma,Women+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
Kelowna,Japanese,Bachelor's degree or higher,Men+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,British Columbia
