Canadian Province/CMA,Visible minority,"Highest certificate, diploma or degree",Gender,Total - Labour force status,In the labour force,Employed,Unemployed,Not in the labour force,Participation rate,Employment rate,Unemployment rate
"Powell River (CA), B.C.",Latin American,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Latin American,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Multiple visible minorities,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",South Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",Southeast Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.","College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.","No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.","No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.","Visible minority, n.i.e.",University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Powell River (CA), B.C.",West Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,Bachelor's degree or higher,Women+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,"No certificate, diploma or degree",Women+ ,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Arab,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,Bachelor's degree or higher,Men+ ,40.0,35.0,35.0,0.0,0.0,87.5,87.5,0.0
"Prince Albert (CA), Sask.",Black,Bachelor's degree or higher,Women+ ,40.0,35.0,35.0,0.0,0.0,87.5,87.5,0.0
"Prince Albert (CA), Sask.",Black,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,High (secondary) school diploma or equivalency certificate,Men+ ,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Black,High (secondary) school diploma or equivalency certificate,Women+ ,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Black,"No certificate, diploma or degree",Men+ ,40.0,25.0,25.0,0.0,15.0,62.5,62.5,0.0
"Prince Albert (CA), Sask.",Black,"No certificate, diploma or degree",Women+ ,35.0,15.0,15.0,0.0,15.0,42.9,42.9,0.0
"Prince Albert (CA), Sask.",Black,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Black,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Chinese,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Filipino,Apprenticeship or trades certificate or diploma,Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Filipino,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Filipino,Bachelor's degree or higher,Men+ ,40.0,40.0,40.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Filipino,Bachelor's degree or higher,Women+ ,95.0,90.0,85.0,0.0,0.0,94.7,89.5,0.0
"Prince Albert (CA), Sask.",Filipino,"College, CEGEP or other non-university certificate or diploma",Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Filipino,"College, CEGEP or other non-university certificate or diploma",Women+ ,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Filipino,High (secondary) school diploma or equivalency certificate,Men+ ,100.0,85.0,85.0,0.0,20.0,85.0,85.0,0.0
"Prince Albert (CA), Sask.",Filipino,High (secondary) school diploma or equivalency certificate,Women+ ,100.0,90.0,90.0,0.0,10.0,90.0,90.0,0.0
"Prince Albert (CA), Sask.",Filipino,"No certificate, diploma or degree",Men+ ,20.0,15.0,15.0,0.0,0.0,75.0,75.0,0.0
"Prince Albert (CA), Sask.",Filipino,"No certificate, diploma or degree",Women+ ,20.0,20.0,20.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Filipino,University certificate or diploma below bachelor level,Men+ ,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",Filipino,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Japanese,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Korean,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,High (secondary) school diploma or equivalency certificate,Men+ ,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Latin American,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,High (secondary) school diploma or equivalency certificate,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,University certificate or diploma below bachelor level,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Multiple visible minorities,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,Bachelor's degree or higher,Men+ ,35.0,35.0,35.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",South Asian,Bachelor's degree or higher,Women+ ,65.0,65.0,60.0,0.0,0.0,100.0,92.3,0.0
"Prince Albert (CA), Sask.",South Asian,"College, CEGEP or other non-university certificate or diploma",Men+ ,10.0,10.0,10.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",South Asian,"College, CEGEP or other non-university certificate or diploma",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,High (secondary) school diploma or equivalency certificate,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,High (secondary) school diploma or equivalency certificate,Women+ ,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,"No certificate, diploma or degree",Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,"No certificate, diploma or degree",Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",South Asian,University certificate or diploma below bachelor level,Men+ ,15.0,15.0,15.0,0.0,0.0,100.0,100.0,0.0
"Prince Albert (CA), Sask.",South Asian,University certificate or diploma below bachelor level,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,Apprenticeship or trades certificate or diploma,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,Apprenticeship or trades certificate or diploma,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,Bachelor's degree or higher,Men+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prince Albert (CA), Sask.",Southeast Asian,Bachelor's degree or higher,Women+ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
